pair,hour_of_week,spread_multiplier,n_quotes,source
NZDUSD,89,0.9088,720.0,dukascopy_sample
NZDUSD,90,0.9355,720.0,dukascopy_sample
NZDUSD,91,0.9361,717.0,dukascopy_sample
NZDUSD,92,0.9921,706.0,dukascopy_sample
NZDUSD,93,2.4834,692.0,dukascopy_sample
NZDUSD,94,1.2937,695.0,dukascopy_sample
NZDUSD,95,1.0184,711.0,dukascopy_sample
NZDUSD,96,0.9353,719.0,dukascopy_sample
NZDUSD,97,0.9355,720.0,dukascopy_sample
NZDUSD,98,0.9088,720.0,dukascopy_sample
NZDUSD,99,0.9358,719.0,dukascopy_sample
NZDUSD,100,0.8825,718.0,dukascopy_sample
NZDUSD,101,0.882,720.0,dukascopy_sample
NZDUSD,102,0.9088,720.0,dukascopy_sample
NZDUSD,103,0.882,720.0,dukascopy_sample
NZDUSD,104,0.8553,720.0,dukascopy_sample
NZDUSD,105,0.8553,720.0,dukascopy_sample
NZDUSD,106,0.882,720.0,dukascopy_sample
NZDUSD,107,0.8553,720.0,dukascopy_sample
NZDUSD,108,0.9088,720.0,dukascopy_sample
NZDUSD,109,0.8553,720.0,dukascopy_sample
NZDUSD,110,0.882,720.0,dukascopy_sample
NZDUSD,111,0.8954,720.0,dukascopy_sample
NZDUSD,112,0.882,720.0,dukascopy_sample
NZDUSD,113,0.9088,720.0,dukascopy_sample
NZDUSD,114,0.882,720.0,dukascopy_sample
NZDUSD,115,0.9623,719.0,dukascopy_sample
NZDUSD,116,1.1783,711.0,dukascopy_sample
NZDUSD,165,3.7265,735.0,dukascopy_sample
NZDUSD,166,1.308,770.0,dukascopy_sample
NZDUSD,167,1.0498,776.0,dukascopy_sample
USDCAD,0,1.1098,49263.0,local_quotes_full_history
USDCAD,1,1.096,49352.0,local_quotes_full_history
USDCAD,2,1.0941,49199.0,local_quotes_full_history
USDCAD,3,1.0938,49190.0,local_quotes_full_history
USDCAD,4,1.0897,49047.0,local_quotes_full_history
USDCAD,5,1.0413,49272.0,local_quotes_full_history
USDCAD,6,0.9601,49758.0,local_quotes_full_history
USDCAD,7,0.7785,50017.0,local_quotes_full_history
USDCAD,8,0.691,50003.0,local_quotes_full_history
USDCAD,9,0.7212,50003.0,local_quotes_full_history
USDCAD,10,0.7822,50082.0,local_quotes_full_history
USDCAD,11,0.783,50143.0,local_quotes_full_history
USDCAD,12,0.6959,50253.0,local_quotes_full_history
USDCAD,13,0.6178,50342.0,local_quotes_full_history
USDCAD,14,0.6097,50528.0,local_quotes_full_history
USDCAD,15,0.6498,50555.0,local_quotes_full_history
USDCAD,16,0.73,50577.0,local_quotes_full_history
USDCAD,17,0.8074,50315.0,local_quotes_full_history
USDCAD,18,0.8716,50321.0,local_quotes_full_history
USDCAD,19,0.8777,50129.0,local_quotes_full_history
USDCAD,20,0.9756,49954.0,local_quotes_full_history
USDCAD,21,2.7811,47896.0,local_quotes_full_history
USDCAD,22,2.3614,48613.0,local_quotes_full_history
USDCAD,23,1.371,49573.0,local_quotes_full_history
USDCAD,24,1.0296,49923.0,local_quotes_full_history
USDCAD,25,1.0208,49937.0,local_quotes_full_history
USDCAD,26,1.0257,49660.0,local_quotes_full_history
USDCAD,27,1.03,49660.0,local_quotes_full_history
USDCAD,28,1.0254,49710.0,local_quotes_full_history
USDCAD,29,0.9986,49970.0,local_quotes_full_history
USDCAD,30,0.9475,50274.0,local_quotes_full_history
USDCAD,31,0.7184,50387.0,local_quotes_full_history
USDCAD,32,0.6328,50293.0,local_quotes_full_history
USDCAD,33,0.6834,50128.0,local_quotes_full_history
USDCAD,34,0.7129,50135.0,local_quotes_full_history
USDCAD,35,0.719,50176.0,local_quotes_full_history
USDCAD,36,0.6513,50170.0,local_quotes_full_history
USDCAD,37,0.6055,50230.0,local_quotes_full_history
USDCAD,38,0.5772,50401.0,local_quotes_full_history
USDCAD,39,0.5963,50526.0,local_quotes_full_history
USDCAD,40,0.6614,50555.0,local_quotes_full_history
USDCAD,41,0.7297,50414.0,local_quotes_full_history
USDCAD,42,0.7291,50410.0,local_quotes_full_history
USDCAD,43,0.7787,50293.0,local_quotes_full_history
USDCAD,44,0.9541,50222.0,local_quotes_full_history
USDCAD,45,2.6775,48499.0,local_quotes_full_history
USDCAD,46,2.3408,48838.0,local_quotes_full_history
USDCAD,47,1.3703,49529.0,local_quotes_full_history
USDCAD,48,1.0344,49679.0,local_quotes_full_history
USDCAD,49,1.0237,49677.0,local_quotes_full_history
USDCAD,50,1.0292,49615.0,local_quotes_full_history
USDCAD,51,1.0332,49495.0,local_quotes_full_history
USDCAD,52,1.0376,49316.0,local_quotes_full_history
USDCAD,53,1.0104,49710.0,local_quotes_full_history
USDCAD,54,0.9483,50057.0,local_quotes_full_history
USDCAD,55,0.7341,50208.0,local_quotes_full_history
USDCAD,56,0.6481,50095.0,local_quotes_full_history
USDCAD,57,0.686,50055.0,local_quotes_full_history
USDCAD,58,0.757,50029.0,local_quotes_full_history
USDCAD,59,0.735,50098.0,local_quotes_full_history
USDCAD,60,0.6884,50228.0,local_quotes_full_history
USDCAD,61,0.5983,50422.0,local_quotes_full_history
USDCAD,62,0.6186,50442.0,local_quotes_full_history
USDCAD,63,0.6199,50414.0,local_quotes_full_history
USDCAD,64,0.6474,50395.0,local_quotes_full_history
USDCAD,65,0.7581,50371.0,local_quotes_full_history
USDCAD,66,0.8082,50372.0,local_quotes_full_history
USDCAD,67,0.7893,50231.0,local_quotes_full_history
USDCAD,68,0.9546,50114.0,local_quotes_full_history
USDCAD,69,2.7234,48587.0,local_quotes_full_history
USDCAD,70,2.349,48789.0,local_quotes_full_history
USDCAD,71,1.3553,49516.0,local_quotes_full_history
USDCAD,72,1.0241,49707.0,local_quotes_full_history
USDCAD,73,1.0123,49610.0,local_quotes_full_history
USDCAD,74,1.0087,49539.0,local_quotes_full_history
USDCAD,75,1.0162,49479.0,local_quotes_full_history
USDCAD,76,1.0198,49178.0,local_quotes_full_history
USDCAD,77,0.9852,49712.0,local_quotes_full_history
USDCAD,78,0.9383,49739.0,local_quotes_full_history
USDCAD,79,0.6997,50056.0,local_quotes_full_history
USDCAD,80,0.6399,50004.0,local_quotes_full_history
USDCAD,81,0.6774,49978.0,local_quotes_full_history
USDCAD,82,0.7103,49957.0,local_quotes_full_history
USDCAD,83,0.7107,49963.0,local_quotes_full_history
USDCAD,84,0.7192,50019.0,local_quotes_full_history
USDCAD,85,0.6478,50177.0,local_quotes_full_history
USDCAD,86,0.5913,50098.0,local_quotes_full_history
USDCAD,87,0.6182,50244.0,local_quotes_full_history
USDCAD,88,0.6993,50306.0,local_quotes_full_history
USDCAD,89,0.7527,50228.0,local_quotes_full_history
USDCAD,90,0.7844,50161.0,local_quotes_full_history
USDCAD,91,0.7899,50037.0,local_quotes_full_history
USDCAD,92,0.9578,49998.0,local_quotes_full_history
USDCAD,93,2.8002,48213.0,local_quotes_full_history
USDCAD,94,2.3508,48427.0,local_quotes_full_history
USDCAD,95,1.3707,49493.0,local_quotes_full_history
USDCAD,96,1.0559,49882.0,local_quotes_full_history
USDCAD,97,1.0247,49875.0,local_quotes_full_history
USDCAD,98,1.0356,49678.0,local_quotes_full_history
USDCAD,99,1.0623,49607.0,local_quotes_full_history
USDCAD,100,1.0443,49621.0,local_quotes_full_history
USDCAD,101,1.0172,49765.0,local_quotes_full_history
USDCAD,102,0.9542,49969.0,local_quotes_full_history
USDCAD,103,0.7837,50127.0,local_quotes_full_history
USDCAD,104,0.6895,50147.0,local_quotes_full_history
USDCAD,105,0.7252,50069.0,local_quotes_full_history
USDCAD,106,0.7871,50111.0,local_quotes_full_history
USDCAD,107,0.7858,50130.0,local_quotes_full_history
USDCAD,108,0.7861,50189.0,local_quotes_full_history
USDCAD,109,0.7109,50219.0,local_quotes_full_history
USDCAD,110,0.6443,50276.0,local_quotes_full_history
USDCAD,111,0.6471,50414.0,local_quotes_full_history
USDCAD,112,0.7203,50326.0,local_quotes_full_history
USDCAD,113,0.7853,49790.0,local_quotes_full_history
USDCAD,114,0.7996,49827.0,local_quotes_full_history
USDCAD,115,0.8553,49737.0,local_quotes_full_history
USDCAD,116,0.9722,45879.0,local_quotes_full_history
USDCAD,117,1.2388,16115.0,local_quotes_full_history
USDCAD,118,3.7231,255.0,local_quotes_full_history
USDCAD,161,4.5569,279.0,local_quotes_full_history
USDCAD,162,1.5953,814.0,local_quotes_full_history
USDCAD,163,7.8162,1788.0,local_quotes_full_history
USDCAD,164,8.6803,3228.0,local_quotes_full_history
USDCAD,165,5.1416,25136.0,local_quotes_full_history
USDCAD,166,2.4982,46099.0,local_quotes_full_history
USDCAD,167,1.3713,48739.0,local_quotes_full_history
USDCHF,0,0.9465,779.0,dukascopy_sample
USDCHF,1,0.8421,778.0,dukascopy_sample
USDCHF,2,0.8666,777.0,dukascopy_sample
USDCHF,3,0.8678,772.0,dukascopy_sample
USDCHF,4,0.9016,829.0,dukascopy_sample
USDCHF,5,0.9558,834.0,dukascopy_sample
USDCHF,6,0.8737,840.0,dukascopy_sample
USDCHF,7,0.8737,840.0,dukascopy_sample
USDCHF,8,0.8162,840.0,dukascopy_sample
USDCHF,9,0.8449,840.0,dukascopy_sample
USDCHF,10,0.8449,840.0,dukascopy_sample
USDCHF,11,0.8162,840.0,dukascopy_sample
USDCHF,12,0.8162,840.0,dukascopy_sample
USDCHF,13,0.8162,840.0,dukascopy_sample
USDCHF,14,0.8162,840.0,dukascopy_sample
USDCHF,15,0.8162,840.0,dukascopy_sample
USDCHF,16,0.8449,840.0,dukascopy_sample
USDCHF,17,0.8449,840.0,dukascopy_sample
USDCHF,18,0.8452,839.0,dukascopy_sample
USDCHF,19,0.8453,838.0,dukascopy_sample
USDCHF,20,0.9918,812.0,dukascopy_sample
USDCHF,21,2.6465,813.0,dukascopy_sample
USDCHF,22,1.351,791.0,dukascopy_sample
USDCHF,23,1.0071,807.0,dukascopy_sample
USDCHF,24,0.9019,839.0,dukascopy_sample
USDCHF,25,0.9304,837.0,dukascopy_sample
USDCHF,26,0.9029,835.0,dukascopy_sample
USDCHF,27,0.9345,828.0,dukascopy_sample
USDCHF,28,0.9314,831.0,dukascopy_sample
USDCHF,29,0.903,838.0,dukascopy_sample
USDCHF,30,0.8449,840.0,dukascopy_sample
USDCHF,31,0.8449,840.0,dukascopy_sample
USDCHF,32,0.8162,840.0,dukascopy_sample
USDCHF,33,0.8449,840.0,dukascopy_sample
USDCHF,34,0.8162,840.0,dukascopy_sample
USDCHF,35,0.8162,840.0,dukascopy_sample
USDCHF,36,0.8162,840.0,dukascopy_sample
USDCHF,37,0.8162,840.0,dukascopy_sample
USDCHF,38,0.8162,840.0,dukascopy_sample
USDCHF,39,0.8162,840.0,dukascopy_sample
USDCHF,40,0.8449,840.0,dukascopy_sample
USDCHF,41,0.8449,840.0,dukascopy_sample
USDCHF,42,0.8455,837.0,dukascopy_sample
USDCHF,43,0.8449,840.0,dukascopy_sample
USDCHF,44,0.9927,804.0,dukascopy_sample
USDCHF,45,3.2044,790.0,dukascopy_sample
USDCHF,46,1.4117,781.0,dukascopy_sample
USDCHF,47,1.0446,794.0,dukascopy_sample
USDCHF,48,0.9314,837.0,dukascopy_sample
USDCHF,49,0.9016,834.0,dukascopy_sample
USDCHF,50,0.902,836.0,dukascopy_sample
USDCHF,51,0.846,828.0,dukascopy_sample
USDCHF,52,0.86,709.0,dukascopy_sample
USDCHF,53,0.8321,717.0,dukascopy_sample
USDCHF,54,0.8049,719.0,dukascopy_sample
USDCHF,55,0.8047,720.0,dukascopy_sample
USDCHF,56,0.8047,720.0,dukascopy_sample
USDCHF,57,0.7779,720.0,dukascopy_sample
USDCHF,58,0.8047,720.0,dukascopy_sample
USDCHF,59,0.8047,720.0,dukascopy_sample
USDCHF,60,0.8047,720.0,dukascopy_sample
USDCHF,61,0.8047,720.0,dukascopy_sample
USDCHF,62,0.8047,720.0,dukascopy_sample
USDCHF,63,0.8049,719.0,dukascopy_sample
USDCHF,64,0.8056,716.0,dukascopy_sample
USDCHF,65,0.8072,709.0,dukascopy_sample
USDCHF,66,0.8628,697.0,dukascopy_sample
USDCHF,67,0.863,702.0,dukascopy_sample
USDCHF,68,1.0004,698.0,dukascopy_sample
USDCHF,69,2.9748,681.0,dukascopy_sample
USDCHF,70,1.3732,696.0,dukascopy_sample
USDCHF,71,0.9923,706.0,dukascopy_sample
USDCHF,72,0.9114,716.0,dukascopy_sample
USDCHF,73,0.8315,720.0,dukascopy_sample
USDCHF,74,0.8313,717.0,dukascopy_sample
USDCHF,75,0.8058,712.0,dukascopy_sample
USDCHF,76,0.8592,710.0,dukascopy_sample
USDCHF,77,0.8058,712.0,dukascopy_sample
USDCHF,78,0.8047,720.0,dukascopy_sample
USDCHF,79,0.8047,720.0,dukascopy_sample
USDCHF,80,0.8047,720.0,dukascopy_sample
USDCHF,81,0.8047,720.0,dukascopy_sample
USDCHF,82,0.8047,720.0,dukascopy_sample
USDCHF,83,0.8047,720.0,dukascopy_sample
USDCHF,84,0.8047,720.0,dukascopy_sample
USDCHF,85,0.8047,720.0,dukascopy_sample
USDCHF,86,0.8047,720.0,dukascopy_sample
USDCHF,87,0.7779,720.0,dukascopy_sample
USDCHF,88,0.8047,720.0,dukascopy_sample
USDCHF,89,0.8315,720.0,dukascopy_sample
USDCHF,90,0.8317,719.0,dukascopy_sample
USDCHF,91,0.8317,719.0,dukascopy_sample
USDCHF,92,0.9683,709.0,dukascopy_sample
USDCHF,93,2.771,692.0,dukascopy_sample
USDCHF,94,1.51,698.0,dukascopy_sample
USDCHF,95,1.0426,696.0,dukascopy_sample
USDCHF,96,0.8319,718.0,dukascopy_sample
USDCHF,97,0.8858,716.0,dukascopy_sample
USDCHF,98,0.8314,717.0,dukascopy_sample
USDCHF,99,0.859,714.0,dukascopy_sample
USDCHF,100,0.8343,698.0,dukascopy_sample
USDCHF,101,0.8057,715.0,dukascopy_sample
USDCHF,102,0.8047,720.0,dukascopy_sample
USDCHF,103,0.8047,720.0,dukascopy_sample
USDCHF,104,0.8047,720.0,dukascopy_sample
USDCHF,105,0.8047,720.0,dukascopy_sample
USDCHF,106,0.8047,720.0,dukascopy_sample
USDCHF,107,0.8047,720.0,dukascopy_sample
USDCHF,108,0.8047,720.0,dukascopy_sample
USDCHF,109,0.8047,720.0,dukascopy_sample
USDCHF,110,0.7779,720.0,dukascopy_sample
USDCHF,111,0.8181,720.0,dukascopy_sample
USDCHF,112,0.8583,720.0,dukascopy_sample
USDCHF,113,0.8583,720.0,dukascopy_sample
USDCHF,114,0.8587,718.0,dukascopy_sample
USDCHF,115,0.8574,718.0,dukascopy_sample
USDCHF,116,1.2095,715.0,dukascopy_sample
USDCHF,165,7.8392,715.0,dukascopy_sample
USDCHF,166,1.5447,760.0,dukascopy_sample
USDCHF,167,1.0514,767.0,dukascopy_sample
USDCNH,0,1.0605,778.0,dukascopy_sample
USDCNH,1,0.6887,778.0,dukascopy_sample
USDCNH,2,0.5843,773.0,dukascopy_sample
USDCNH,3,0.589,779.0,dukascopy_sample
USDCNH,4,0.6015,839.0,dukascopy_sample
USDCNH,5,0.5905,838.0,dukascopy_sample
USDCNH,6,0.5688,839.0,dukascopy_sample
USDCNH,7,0.5987,839.0,dukascopy_sample
USDCNH,8,0.6152,840.0,dukascopy_sample
USDCNH,9,0.6234,840.0,dukascopy_sample
USDCNH,10,0.6575,840.0,dukascopy_sample
USDCNH,11,0.7202,840.0,dukascopy_sample
USDCNH,12,0.7325,840.0,dukascopy_sample
USDCNH,13,0.7325,840.0,dukascopy_sample
USDCNH,14,0.7414,840.0,dukascopy_sample
USDCNH,15,0.7612,840.0,dukascopy_sample
USDCNH,16,0.8935,840.0,dukascopy_sample
USDCNH,17,0.9179,833.0,dukascopy_sample
USDCNH,18,0.9441,833.0,dukascopy_sample
USDCNH,19,0.9444,834.0,dukascopy_sample
USDCNH,20,1.1971,824.0,dukascopy_sample
USDCNH,21,3.7516,588.0,dukascopy_sample
USDCNH,22,2.953,708.0,dukascopy_sample
USDCNH,23,1.9047,771.0,dukascopy_sample
USDCNH,24,0.9506,834.0,dukascopy_sample
USDCNH,25,0.7002,838.0,dukascopy_sample
USDCNH,26,0.5782,838.0,dukascopy_sample
USDCNH,27,0.5374,838.0,dukascopy_sample
USDCNH,28,0.5829,831.0,dukascopy_sample
USDCNH,29,0.5782,838.0,dukascopy_sample
USDCNH,30,0.5387,838.0,dukascopy_sample
USDCNH,31,0.5334,840.0,dukascopy_sample
USDCNH,32,0.5443,840.0,dukascopy_sample
USDCNH,33,0.5722,840.0,dukascopy_sample
USDCNH,34,0.6166,840.0,dukascopy_sample
USDCNH,35,0.696,838.0,dukascopy_sample
USDCNH,36,0.682,840.0,dukascopy_sample
USDCNH,37,0.6711,840.0,dukascopy_sample
USDCNH,38,0.6901,839.0,dukascopy_sample
USDCNH,39,0.7581,839.0,dukascopy_sample
USDCNH,40,0.832,836.0,dukascopy_sample
USDCNH,41,0.8542,832.0,dukascopy_sample
USDCNH,42,0.8774,835.0,dukascopy_sample
USDCNH,43,0.9012,838.0,dukascopy_sample
USDCNH,44,1.1648,826.0,dukascopy_sample
USDCNH,45,4.3366,711.0,dukascopy_sample
USDCNH,46,3.16,770.0,dukascopy_sample
USDCNH,47,1.8545,781.0,dukascopy_sample
USDCNH,48,1.038,832.0,dukascopy_sample
USDCNH,49,0.6731,838.0,dukascopy_sample
USDCNH,50,0.5429,837.0,dukascopy_sample
USDCNH,51,0.5441,835.0,dukascopy_sample
USDCNH,52,0.5789,719.0,dukascopy_sample
USDCNH,53,0.5856,719.0,dukascopy_sample
USDCNH,54,0.5411,719.0,dukascopy_sample
USDCNH,55,0.5284,720.0,dukascopy_sample
USDCNH,56,0.5474,720.0,dukascopy_sample
USDCNH,57,0.5697,720.0,dukascopy_sample
USDCNH,58,0.6429,720.0,dukascopy_sample
USDCNH,59,0.7064,719.0,dukascopy_sample
USDCNH,60,0.7193,720.0,dukascopy_sample
USDCNH,61,0.6939,720.0,dukascopy_sample
USDCNH,62,0.7225,720.0,dukascopy_sample
USDCNH,63,0.802,719.0,dukascopy_sample
USDCNH,64,0.853,720.0,dukascopy_sample
USDCNH,65,0.8967,718.0,dukascopy_sample
USDCNH,66,0.9811,708.0,dukascopy_sample
USDCNH,67,0.9567,716.0,dukascopy_sample
USDCNH,68,1.2632,709.0,dukascopy_sample
USDCNH,69,4.1178,460.0,dukascopy_sample
USDCNH,70,3.9089,618.0,dukascopy_sample
USDCNH,71,2.3792,660.0,dukascopy_sample
USDCNH,72,1.0188,718.0,dukascopy_sample
USDCNH,73,0.7066,719.0,dukascopy_sample
USDCNH,74,0.5411,720.0,dukascopy_sample
USDCNH,75,0.5411,719.0,dukascopy_sample
USDCNH,76,0.5852,713.0,dukascopy_sample
USDCNH,77,0.5726,716.0,dukascopy_sample
USDCNH,78,0.5474,720.0,dukascopy_sample
USDCNH,79,0.5474,720.0,dukascopy_sample
USDCNH,80,0.5665,720.0,dukascopy_sample
USDCNH,81,0.5983,719.0,dukascopy_sample
USDCNH,82,0.6491,719.0,dukascopy_sample
USDCNH,83,0.7384,720.0,dukascopy_sample
USDCNH,84,0.6842,719.0,dukascopy_sample
USDCNH,85,0.7287,719.0,dukascopy_sample
USDCNH,86,0.7193,720.0,dukascopy_sample
USDCNH,87,0.7543,720.0,dukascopy_sample
USDCNH,88,0.8583,717.0,dukascopy_sample
USDCNH,89,0.8838,717.0,dukascopy_sample
USDCNH,90,0.8823,713.0,dukascopy_sample
USDCNH,91,0.9151,715.0,dukascopy_sample
USDCNH,92,1.2339,703.0,dukascopy_sample
USDCNH,93,4.0088,510.0,dukascopy_sample
USDCNH,94,2.9855,669.0,dukascopy_sample
USDCNH,95,2.6151,704.0,dukascopy_sample
USDCNH,96,1.0201,712.0,dukascopy_sample
USDCNH,97,0.6365,719.0,dukascopy_sample
USDCNH,98,0.5411,716.0,dukascopy_sample
USDCNH,99,0.5474,719.0,dukascopy_sample
USDCNH,100,0.5912,715.0,dukascopy_sample
USDCNH,101,0.5917,718.0,dukascopy_sample
USDCNH,102,0.5602,720.0,dukascopy_sample
USDCNH,103,0.5793,720.0,dukascopy_sample
USDCNH,104,0.5793,720.0,dukascopy_sample
USDCNH,105,0.6427,718.0,dukascopy_sample
USDCNH,106,0.6684,720.0,dukascopy_sample
USDCNH,107,0.7323,719.0,dukascopy_sample
USDCNH,108,0.7127,719.0,dukascopy_sample
USDCNH,109,0.7352,720.0,dukascopy_sample
USDCNH,110,0.7448,720.0,dukascopy_sample
USDCNH,111,0.7639,720.0,dukascopy_sample
USDCNH,112,0.846,718.0,dukascopy_sample
USDCNH,113,0.8964,715.0,dukascopy_sample
USDCNH,114,0.9423,714.0,dukascopy_sample
USDCNH,115,1.0623,718.0,dukascopy_sample
USDCNH,116,1.5942,704.0,dukascopy_sample
USDCNH,165,5.3194,490.0,dukascopy_sample
USDCNH,166,3.535,652.0,dukascopy_sample
USDCNH,167,2.4894,724.0,dukascopy_sample
USDHUF,0,1.536,540.0,dukascopy_sample
USDHUF,1,1.3666,540.0,dukascopy_sample
USDHUF,2,1.3487,539.0,dukascopy_sample
USDHUF,3,1.3463,538.0,dukascopy_sample
USDHUF,4,1.2463,535.0,dukascopy_sample
USDHUF,5,1.2554,659.0,dukascopy_sample
USDHUF,6,0.9546,792.0,dukascopy_sample
USDHUF,7,0.6637,840.0,dukascopy_sample
USDHUF,8,0.654,840.0,dukascopy_sample
USDHUF,9,0.6183,839.0,dukascopy_sample
USDHUF,10,0.6268,840.0,dukascopy_sample
USDHUF,11,0.6411,838.0,dukascopy_sample
USDHUF,12,0.6465,840.0,dukascopy_sample
USDHUF,13,0.6341,838.0,dukascopy_sample
USDHUF,14,0.6343,839.0,dukascopy_sample
USDHUF,15,0.6285,835.0,dukascopy_sample
USDHUF,16,0.9215,801.0,dukascopy_sample
USDHUF,17,0.9715,805.0,dukascopy_sample
USDHUF,18,1.0586,722.0,dukascopy_sample
USDHUF,19,1.0304,702.0,dukascopy_sample
USDHUF,20,1.8546,108.0,dukascopy_sample
USDHUF,22,2.1772,513.0,dukascopy_sample
USDHUF,23,2.0783,534.0,dukascopy_sample
USDHUF,24,1.3414,540.0,dukascopy_sample
USDHUF,25,1.2218,540.0,dukascopy_sample
USDHUF,26,1.1651,538.0,dukascopy_sample
USDHUF,27,1.1612,537.0,dukascopy_sample
USDHUF,28,1.1893,535.0,dukascopy_sample
USDHUF,29,1.2091,640.0,dukascopy_sample
USDHUF,30,0.8614,812.0,dukascopy_sample
USDHUF,31,0.645,836.0,dukascopy_sample
USDHUF,32,0.631,840.0,dukascopy_sample
USDHUF,33,0.6127,839.0,dukascopy_sample
USDHUF,34,0.6266,839.0,dukascopy_sample
USDHUF,35,0.6099,839.0,dukascopy_sample
USDHUF,36,0.6357,839.0,dukascopy_sample
USDHUF,37,0.6416,840.0,dukascopy_sample
USDHUF,38,0.6184,840.0,dukascopy_sample
USDHUF,39,0.6492,782.0,dukascopy_sample
USDHUF,40,0.9477,756.0,dukascopy_sample
USDHUF,41,0.977,744.0,dukascopy_sample
USDHUF,42,1.108,781.0,dukascopy_sample
USDHUF,43,1.1585,833.0,dukascopy_sample
USDHUF,44,1.8547,171.0,dukascopy_sample
USDHUF,46,2.104,500.0,dukascopy_sample
USDHUF,47,2.5638,532.0,dukascopy_sample
USDHUF,48,1.3431,537.0,dukascopy_sample
USDHUF,49,1.3063,534.0,dukascopy_sample
USDHUF,50,1.2534,533.0,dukascopy_sample
USDHUF,51,1.2462,531.0,dukascopy_sample
USDHUF,52,1.1812,459.0,dukascopy_sample
USDHUF,53,1.2988,607.0,dukascopy_sample
USDHUF,54,0.8544,705.0,dukascopy_sample
USDHUF,55,0.6556,720.0,dukascopy_sample
USDHUF,56,0.6459,720.0,dukascopy_sample
USDHUF,57,0.6572,720.0,dukascopy_sample
USDHUF,58,0.6474,720.0,dukascopy_sample
USDHUF,59,0.5857,720.0,dukascopy_sample
USDHUF,60,0.6068,720.0,dukascopy_sample
USDHUF,61,0.5792,720.0,dukascopy_sample
USDHUF,62,0.6401,720.0,dukascopy_sample
USDHUF,63,0.6744,715.0,dukascopy_sample
USDHUF,64,1.0083,708.0,dukascopy_sample
USDHUF,65,0.9996,701.0,dukascopy_sample
USDHUF,66,1.0628,667.0,dukascopy_sample
USDHUF,67,1.1292,689.0,dukascopy_sample
USDHUF,68,1.8059,143.0,dukascopy_sample
USDHUF,70,2.2533,461.0,dukascopy_sample
USDHUF,71,2.3888,475.0,dukascopy_sample
USDHUF,72,1.3883,480.0,dukascopy_sample
USDHUF,73,1.2624,479.0,dukascopy_sample
USDHUF,74,1.2832,479.0,dukascopy_sample
USDHUF,75,1.2805,476.0,dukascopy_sample
USDHUF,76,1.2984,474.0,dukascopy_sample
USDHUF,77,1.232,636.0,dukascopy_sample
USDHUF,78,0.8653,712.0,dukascopy_sample
USDHUF,79,0.6449,719.0,dukascopy_sample
USDHUF,80,0.5995,720.0,dukascopy_sample
USDHUF,81,0.6092,720.0,dukascopy_sample
USDHUF,82,0.5767,720.0,dukascopy_sample
USDHUF,83,0.6067,719.0,dukascopy_sample
USDHUF,84,0.6572,720.0,dukascopy_sample
USDHUF,85,0.6466,720.0,dukascopy_sample
USDHUF,86,0.6,714.0,dukascopy_sample
USDHUF,87,0.6082,713.0,dukascopy_sample
USDHUF,88,0.9461,684.0,dukascopy_sample
USDHUF,89,0.9513,669.0,dukascopy_sample
USDHUF,90,1.1334,718.0,dukascopy_sample
USDHUF,91,1.1589,719.0,dukascopy_sample
USDHUF,92,2.1475,177.0,dukascopy_sample
USDHUF,94,2.4783,456.0,dukascopy_sample
USDHUF,95,2.6272,475.0,dukascopy_sample
USDHUF,96,1.3343,479.0,dukascopy_sample
USDHUF,97,1.1882,480.0,dukascopy_sample
USDHUF,98,1.1551,475.0,dukascopy_sample
USDHUF,99,1.2656,478.0,dukascopy_sample
USDHUF,100,1.1182,478.0,dukascopy_sample
USDHUF,101,1.2163,547.0,dukascopy_sample
USDHUF,102,0.7972,667.0,dukascopy_sample
USDHUF,103,0.6229,719.0,dukascopy_sample
USDHUF,104,0.6271,720.0,dukascopy_sample
USDHUF,105,0.5857,720.0,dukascopy_sample
USDHUF,106,0.6084,720.0,dukascopy_sample
USDHUF,107,0.593,720.0,dukascopy_sample
USDHUF,108,0.6515,720.0,dukascopy_sample
USDHUF,109,0.6393,720.0,dukascopy_sample
USDHUF,110,0.6434,720.0,dukascopy_sample
USDHUF,111,0.6759,714.0,dukascopy_sample
USDHUF,112,0.9966,682.0,dukascopy_sample
USDHUF,113,1.0224,674.0,dukascopy_sample
USDHUF,114,1.0668,655.0,dukascopy_sample
USDHUF,115,1.1861,646.0,dukascopy_sample
USDHUF,116,2.2451,124.0,dukascopy_sample
USDHUF,166,3.5023,519.0,dukascopy_sample
USDHUF,167,3.1382,540.0,dukascopy_sample
USDJPY,0,1.1598,49573.0,local_quotes_full_history
USDJPY,1,0.9033,49634.0,local_quotes_full_history
USDJPY,2,0.7719,49602.0,local_quotes_full_history
USDJPY,3,0.789,49704.0,local_quotes_full_history
USDJPY,4,0.8469,49585.0,local_quotes_full_history
USDJPY,5,0.8362,49810.0,local_quotes_full_history
USDJPY,6,0.788,49975.0,local_quotes_full_history
USDJPY,7,0.8853,50101.0,local_quotes_full_history
USDJPY,8,0.8816,50085.0,local_quotes_full_history
USDJPY,9,0.8886,50037.0,local_quotes_full_history
USDJPY,10,0.8951,49993.0,local_quotes_full_history
USDJPY,11,0.9011,50060.0,local_quotes_full_history
USDJPY,12,0.8924,50141.0,local_quotes_full_history
USDJPY,13,0.8715,50238.0,local_quotes_full_history
USDJPY,14,0.8509,50435.0,local_quotes_full_history
