date,pair,units,cost
2011-02-28,USDJPY,-37969.52737739992,11.146471818597231
2011-03-01,USDJPY,-268.46173964733316,0.07873932824382847
2011-03-02,USDJPY,-4.093498651760456,0.001200322153775913
2011-03-03,USDJPY,-966.6134778988999,0.28148666467965294
2011-03-04,USDJPY,-3622.2298418995124,1.0562746495296385
2011-03-07,USDJPY,42830.92593549743,12.503402411442696
2011-03-31,USDJPY,-25033.69232791879,7.229077317651919
2011-04-01,USDJPY,861.1650188943677,0.24598272420871703
2011-04-04,USDJPY,8.056053485590382,0.0023005245306526247
2011-04-05,USDJPY,605.7316459624126,0.17133044399120698
2011-04-06,USDJPY,270.9875670056135,0.07609338490856118
2011-04-07,USDJPY,23287.752042570806,6.583885605156076
2011-04-29,USDJPY,-30660.070615526885,9.06990872393252
2011-05-02,USDJPY,-111.76637408487659,0.03303602367157296
2011-05-03,USDJPY,-1751.5266581656251,0.5195224534193713
2011-05-04,USDJPY,-579.835604012249,0.17266004734973542
2011-05-05,USDJPY,155.13370704230329,0.04650174817045036
2011-05-06,USDJPY,32948.06554474733,9.815953388539137
2011-05-31,USDJPY,-39731.1827379899,11.699118907954722
2011-06-01,USDJPY,-553.5866157546916,0.16416145179485003
2011-06-02,USDJPY,-2075.7772454084625,0.6159576395870809
2011-06-03,USDJPY,1905.289655251443,0.5703108261020297
2011-06-06,USDJPY,-68.96030917432654,0.020665876934593274
2011-06-07,USDJPY,40524.217253075934,12.145726735524034
2011-06-30,USDJPY,-44416.929359147434,13.23524458512271
2011-07-01,USDJPY,-744.18424454458,0.22105850447515216
2011-07-04,USDJPY,-49.127866924449336,0.014596952103828956
2011-07-05,USDJPY,45210.24147061646,13.385051259434462
2011-07-29,AUDUSD,25049.609698606248,6.0119063276655
2011-07-29,USDJPY,-41819.87483215536,13.05409302046834
2011-08-01,AUDUSD,413.03687554198405,0.09912885013007618
2011-08-01,USDJPY,-435.05792367416143,0.1352529199624331
2011-08-02,AUDUSD,-25462.64657414823,6.111035177795576
2011-08-02,USDJPY,42254.93275582952,13.15277467984266
2011-08-31,AUDUSD,14544.562119285705,3.4906949086285692
2011-08-31,USDJPY,-27726.04969693062,8.68236574061318
2011-09-01,AUDUSD,-42.58465644759235,0.010220317547422164
2011-09-01,USDJPY,77.6430737542396,0.024227812854806734
2011-09-02,AUDUSD,30.104666205361355,0.007225119889286725
2011-09-02,USDJPY,-1213.777227826984,0.3793103226324251
2011-09-05,AUDUSD,-14532.082129043474,3.4876997109704337
2011-09-05,USDJPY,28862.183851003363,9.013681536833019
2011-09-30,AUDUSD,18474.008496193186,4.433762039086365
2011-09-30,USDJPY,-49947.021724297396,15.559012011099341
2011-10-03,AUDUSD,190.05131622679983,0.04561231589443196
2011-10-03,USDJPY,1955.9257897572534,0.6127107180694662
2011-10-04,AUDUSD,-181.53756615789825,0.043569015877895585
2011-10-04,USDJPY,286.420092159191,0.08951793478083843
2011-10-05,AUDUSD,-585.1412970633464,0.14043391129520313
2011-10-05,USDJPY,-169.29588391533616,0.05291805542996402
2011-10-06,AUDUSD,-546.6100307296256,0.13118640737511014
2011-10-06,USDJPY,-878.0310205315182,0.2747424314570591
2011-10-07,AUDUSD,-17350.770918469116,4.164185020432588
2011-10-07,USDJPY,48752.002746827806,15.229250230041618
2011-10-31,AUDUSD,14176.016194097165,3.4022438865833196
2011-10-31,USDJPY,-25428.842915136876,7.808741986607192
2011-11-01,AUDUSD,-14176.016194097165,3.4022438865833196
2011-11-01,USDJPY,25428.842915136876,7.789605600256361
2011-11-30,AUDUSD,13204.650675672941,3.169116162161506
2011-11-30,USDJPY,-26148.521400515896,8.087692681389026
2011-12-01,AUDUSD,1956.0395333205943,0.46944948799694264
2011-12-01,USDJPY,-123.87666299074772,0.038271435343356267
2011-12-02,AUDUSD,20.45544283759773,0.004909306281023455
2011-12-02,USDJPY,-10.711860875780985,0.003297267645073602
2011-12-05,AUDUSD,369.9626021074164,0.08879102450577994
2011-12-05,USDJPY,-32999.262793567046,10.179328651152387
2011-12-06,AUDUSD,908.6313503723577,0.21807152408936586
2011-12-06,USDJPY,-841.1540649216913,0.25976912214170667
2011-12-07,AUDUSD,-16459.739604310907,3.950337505034618
2011-12-07,USDJPY,60123.52678287116,18.579581824125825
2011-12-30,AUDUSD,18519.60166702344,4.444704400085626
2011-12-30,USDJPY,-61791.92865393548,19.2961588406018
2012-01-02,AUDUSD,1608.7887126064888,0.38610929102555736
2012-01-02,USDJPY,-1369.9367640092023,0.42767088550977983
2012-01-03,AUDUSD,-693.0874531839181,0.16634098876414036
2012-01-03,USDJPY,81.96027835140558,0.025641299898763383
2012-01-04,AUDUSD,4829.343324863341,1.1590423979672018
2012-01-04,USDJPY,-1805.0498508419842,0.5648650648717304
2012-01-05,AUDUSD,-619.2964318254235,0.14863114363810165
2012-01-05,USDJPY,4532.1121992343105,1.4109572289742307
2012-01-06,AUDUSD,-23645.349819483927,5.674883956676142
2012-01-06,USDJPY,60352.84279120095,18.84284355594207
2012-01-31,AUDUSD,33148.65615441918,7.955677477060603
2012-01-31,USDJPY,-47603.335839466454,14.983345051110755
2012-02-01,AUDUSD,706.6316264421839,0.16959159034612414
2012-02-01,USDJPY,-387.188789777123,0.12198764643261595
2012-02-02,AUDUSD,4.0048771486544865,0.0009611705156770768
2012-02-02,USDJPY,-646.0768582584933,0.20350479825450613
2012-02-03,AUDUSD,-18.396457365335664,0.004415149767680559
2012-02-03,USDJPY,-5299.731563489695,1.6627695604124804
2012-02-06,AUDUSD,-597.3813975420999,0.14337153541010397
2012-02-06,USDJPY,64.19386015683995,0.020135038995297175
2012-02-07,AUDUSD,-33243.51480310258,7.97844355274462
2012-02-07,USDJPY,53872.139190834925,16.846010952182912
2012-02-29,AUDUSD,34169.56655230657,8.200695972553577
2012-02-29,USDJPY,-32149.398147245738,9.510366635859262
2012-03-01,AUDUSD,-1146.350085789847,0.2751240205895633
2012-03-01,USDJPY,-738.7959118520084,0.21864605566863807
2012-03-02,AUDUSD,-1276.2505985183343,0.3063001436444002
2012-03-02,USDJPY,-2418.6818459442657,0.709906740973503
2012-03-05,AUDUSD,-31746.965867998388,7.619271808319613
2012-03-05,USDJPY,35306.87590504201,10.39214390317527
2012-03-30,AUDUSD,28477.277348153224,6.834546563556774
2012-03-30,USDJPY,-31491.054410255547,9.124866358145692
2012-04-02,AUDUSD,-403.18618474161485,0.09676468433798757
2012-04-02,USDJPY,467.97873740136856,0.13688258296729933
2012-04-03,AUDUSD,-474.85225274620825,0.11396454065908998
2012-04-03,USDJPY,1117.5889569775027,0.323981869178998
2012-04-04,AUDUSD,-61.63349871130413,0.014792039690712992
2012-04-04,USDJPY,-519.8952435035535,0.15135599898208696
2012-04-05,AUDUSD,783.721980513772,0.18809327532330528
2012-04-05,USDJPY,4.250021360261599,0.0012388926862736043
2012-04-06,AUDUSD,-28321.32739246787,6.797118574192289
2012-04-06,USDJPY,30421.131938019967,8.953865742540309
2012-04-30,AUDUSD,32199.405203742303,7.727857248898153
2012-04-30,USDJPY,-35419.158446175265,10.652244993273346
2012-05-01,AUDUSD,-32199.405203742303,7.727857248898153
2012-05-01,USDJPY,35419.158446175265,10.61619296018841
2012-05-31,AUDUSD,31849.699509792576,7.643927882350218
2012-05-31,USDJPY,-37364.282711560976,11.454994444298494
2012-06-01,AUDUSD,2371.6979782324343,0.5692075147757842
2012-06-01,USDJPY,-1845.4880958283684,0.5681046931902012
2012-06-04,AUDUSD,-904.5362914542202,0.21708870994901286
2012-06-04,USDJPY,429.3580009353391,0.13157037822329085
2012-06-05,AUDUSD,469.3326434360497,0.11263983442465193
2012-06-05,USDJPY,581.9323483369953,0.17744319404499978
2012-06-06,AUDUSD,-7129.634438910656,1.7111122653385575
2012-06-06,USDJPY,1119.713360334361,0.33943994048206577
2012-06-07,AUDUSD,-26656.559401096183,6.397574256263084
2012-06-07,USDJPY,37078.76709778265,11.179106445068447
2012-06-29,AUDUSD,21994.853674378952,5.2787648818509485
2012-06-29,USDJPY,-36079.291884009326,10.854723527255477
2012-07-02,AUDUSD,431.2346421880138,0.10349631412512332
2012-07-02,USDJPY,129.63432813107647,0.039138337654206476
2012-07-03,AUDUSD,-78.27191856957143,0.018785260456697143
2012-07-03,USDJPY,328.8778648232328,0.09894907490074574
2012-07-04,AUDUSD,2212.5424456810797,0.5310101869634591
2012-07-04,USDJPY,-851.8148915100246,0.2560116887850401
2012-07-05,AUDUSD,-34.88912663702649,0.008373390392886359
2012-07-05,USDJPY,-3517.6695595407,1.056542305070668
2012-07-06,AUDUSD,-24525.469717041447,5.886112732089948
2012-07-06,USDJPY,39990.26414210574,12.051612790508774
2012-07-31,AUDUSD,26011.461716136044,6.242750811872651
2012-07-31,USDJPY,-65255.45661286198,20.049555883254868
2012-08-01,AUDUSD,-353.65107416049796,0.08487625779851951
2012-08-01,USDJPY,2252.958578110687,0.6894261800438165
2012-08-02,AUDUSD,311.3816604971871,0.07473159851932491
2012-08-02,USDJPY,-397.35668763678405,0.12192283749626451
2012-08-03,AUDUSD,3438.8663270240795,0.8253279184857791
2012-08-03,USDJPY,-2078.5340795441007,0.6360506688732283
2012-08-06,AUDUSD,39.25775540613904,0.00942186129747337
2012-08-06,USDJPY,-844.9683085661964,0.25924906236770145
2012-08-07,AUDUSD,-29447.31638490295,7.067355932376708
2012-08-07,USDJPY,66323.35711049837,20.25527226127074
2012-08-31,AUDUSD,46464.00705014258,11.15136169203422
2012-08-31,USDJPY,-55354.85233689429,16.958774235817394
2012-09-03,AUDUSD,-1910.0321955187683,0.4584077269245044
2012-09-03,USDJPY,-109.40179872498993,0.033606081779083044
2012-09-04,AUDUSD,-44553.97485462381,10.692953965109716
2012-09-04,USDJPY,55464.25413561928,16.980152808312663
2012-09-28,AUDUSD,33707.59070644295,8.089821769546308
2012-09-28,USDJPY,-45494.28597667709,14.016751138557972
2012-10-01,AUDUSD,254.69119047309505,0.06112588571354281
2012-10-01,USDJPY,156.78202051952394,0.048244332800838195
2012-10-02,AUDUSD,-33962.28189691604,8.15094765525985
2012-10-02,USDJPY,45337.50395615757,13.923938460673375
2012-10-31,AUDUSD,37289.238468556054,8.949417232453452
2012-10-31,USDJPY,-55544.46167043101,16.70698550075001
2012-11-01,AUDUSD,1458.8663509472462,0.3501279242273391
2012-11-01,USDJPY,77.54923110339587,0.023230214387117924
2012-11-02,AUDUSD,-38748.1048195033,9.299545156680793
