date,pair,ts,side,price,qty,day_r
2011-05-03,EURGBP,2011-05-03 07:09:00+00:00,buy,0.8925799999999999,1.1185682326621988,0.8819910514541511
2011-05-03,GBPJPY,2011-05-03 07:34:00+00:00,sell,134.33501,0.004906771344455459,1.0188910696761677
2011-05-04,GBPUSD,2011-05-04 07:09:00+00:00,buy,1.64963,1.2195121951219534,0.8276132404181189
2011-05-04,EURUSD,2011-05-04 07:10:00+00:00,buy,1.48414,0.7385524372230491,0.8513926988816183
2011-05-04,EURGBP,2011-05-04 07:42:00+00:00,buy,0.9001399999999999,1.9607843137255354,0.731932773109258
2011-05-04,GBPJPY,2011-05-04 07:27:00+00:00,buy,133.73201,0.00710227272727265,-0.5980113636363449
2011-05-05,GBPUSD,2011-05-05 07:01:00+00:00,buy,1.65396,1.0266940451745528,-1.0412371134020608
2011-05-05,EURUSD,2011-05-05 07:01:00+00:00,buy,1.48762,0.7132667617689056,-1.0342368045649075
2011-05-05,EURGBP,2011-05-05 07:28:00+00:00,buy,0.9003599999999999,2.1276595744681184,0.9943768996960868
2011-05-05,GBPJPY,2011-05-05 07:23:00+00:00,sell,132.67001,0.009671179883945918,0.9128212213318528
2011-05-06,GBPUSD,2011-05-06 07:33:00+00:00,sell,1.63765,0.8787346221441167,-1.0421792618629175
2011-05-06,EURUSD,2011-05-06 07:33:00+00:00,sell,1.4529400000000001,0.8756567425569358,0.8425694270703185
2011-05-06,EURGBP,2011-05-06 07:40:00+00:00,buy,0.88883,2.0661157024793577,-1.0991735537190093
2011-05-06,GBPJPY,2011-05-06 07:51:00+00:00,sell,131.53200999999999,0.006802721088435248,-1.0326530612244893
2011-05-09,GBPUSD,2011-05-09 07:10:00+00:00,buy,1.64041,0.7974481658692189,-1.0382775119617225
2011-05-09,EURUSD,2011-05-09 07:10:00+00:00,buy,1.44085,0.723589001447181,-1.0347322720694647
2011-05-09,EURGBP,2011-05-09 07:31:00+00:00,buy,0.87974,1.633986928104601,-1.0784313725490209
2011-05-11,GBPUSD,2011-05-11 08:00:00+00:00,buy,1.6385,1.2019230769230298,0.7739526098900756
2011-05-11,EURUSD,2011-05-11 07:19:00+00:00,sell,1.4378600000000001,1.15207373271895,-1.0552995391705096
2011-05-11,GBPJPY,2011-05-11 07:01:00+00:00,sell,132.14101,0.008912655971479388,-1.042780748663101
2011-05-12,GBPUSD,2011-05-12 07:01:00+00:00,sell,1.63133,1.3927576601671379,0.41905491139793033
2011-05-12,GBPJPY,2011-05-12 07:01:00+00:00,sell,132.35101,0.006305170239596419,0.8308201058201052
2011-05-13,GBPUSD,2011-05-13 07:38:00+00:00,buy,1.62877,1.0121457489878656,-1.0485829959514175
2011-05-13,EURUSD,2011-05-13 07:01:00+00:00,buy,1.42559,0.7923930269413582,0.8289397169994338
2011-05-13,GBPJPY,2011-05-13 07:13:00+00:00,sell,130.70801,0.004029008863819548,-0.1224818694601029
2011-05-16,EURUSD,2011-05-16 07:01:00+00:00,buy,1.41175,0.8025682182985608,0.7462512664640395
2011-05-16,EURGBP,2011-05-16 07:01:00+00:00,buy,0.87196,1.661129568106336,0.7471775944420468
2011-05-16,GBPJPY,2011-05-16 07:16:00+00:00,buy,131.22301,0.005889281507656139,0.016489988221450046
2011-05-17,GBPUSD,2011-05-17 07:03:00+00:00,buy,1.6221999999999999,1.041666666666685,1.075669642857171
2011-05-17,EURGBP,2011-05-17 07:12:00+00:00,sell,0.8725,1.8115942028985608,0.6969461697722615
2011-05-17,GBPJPY,2011-05-17 07:01:00+00:00,buy,132.08501,0.004180602006688971,-0.11958266452648386
2011-05-18,GBPUSD,2011-05-18 07:51:00+00:00,sell,1.62345,1.0266940451745528,0.8258286887650435
2011-05-18,GBPJPY,2011-05-18 07:06:00+00:00,sell,131.73601,0.006518904823989605,0.8630564350903271
2011-05-19,GBPUSD,2011-05-19 07:22:00+00:00,sell,1.61463,1.256281407035146,-1.060301507537687
2011-05-19,EURUSD,2011-05-19 07:27:00+00:00,sell,1.42483,0.8833922261484102,-0.0883392226148281
2011-05-23,GBPUSD,2011-05-23 07:01:00+00:00,sell,1.61648,0.9487666034155403,0.6672848664688165
2011-05-23,EURUSD,2011-05-23 07:01:00+00:00,sell,1.40253,0.6337135614702193,0.009208103130755815
2011-05-23,EURGBP,2011-05-23 07:01:00+00:00,sell,0.86759,1.5873015873015943,-0.7373134328358238
2011-05-23,GBPJPY,2011-05-23 07:01:00+00:00,sell,131.95301,0.007496251874062951,0.5823947836395914
2011-05-24,GBPUSD,2011-05-24 07:14:00+00:00,buy,1.61285,0.6896551724137951,0.9009852216748844
2011-05-24,EURUSD,2011-05-24 08:01:00+00:00,buy,1.40832,0.6031363088057968,0.21351025331726012
2011-05-24,GBPJPY,2011-05-24 07:01:00+00:00,sell,131.50801,0.011111111111111393,-1.0467836257309964
2011-05-25,GBPUSD,2011-05-25 07:01:00+00:00,sell,1.61373,1.1820330969267263,-1.0535714285714308
2011-05-25,EURUSD,2011-05-25 07:01:00+00:00,sell,1.4015,0.6281407035175905,-0.6896551724137919
2011-05-25,GBPJPY,2011-05-25 07:03:00+00:00,sell,132.13201,0.006729475100942172,-1.0323014804845225
2011-05-26,EURUSD,2011-05-26 07:18:00+00:00,buy,1.41912,0.402900886381949,-0.7759871071716344
2011-05-26,EURGBP,2011-05-26 07:01:00+00:00,buy,0.8694799999999999,0.9157509157509309,-1.0439560439560447
2011-05-27,GBPUSD,2011-05-27 07:02:00+00:00,buy,1.64494,0.6925207756232683,0.17313019390581585
2011-05-30,GBPUSD,2011-05-30 07:42:00+00:00,sell,1.64611,1.030927835051542,0.06597938144327681
2011-06-02,EURUSD,2011-06-02 07:01:00+00:00,buy,1.43721,1.0964912280701467,0.7872866127582849
2011-06-02,EURGBP,2011-06-02 07:01:00+00:00,buy,0.87983,1.792114695340528,0.7520050125313311
2011-06-02,GBPJPY,2011-06-02 07:18:00+00:00,sell,132.09501,0.006684491978609711,-0.013368983957206051
2011-06-03,GBPUSD,2011-06-03 08:19:00+00:00,sell,1.6333,1.0869565217391453,0.86428571428571
2011-06-03,EURUSD,2011-06-03 07:04:00+00:00,sell,1.44689,1.0482180293501178,-1.0503144654088057
2011-06-03,GBPJPY,2011-06-03 07:55:00+00:00,sell,131.75101,0.006297229219143714,1.0361640878013707
2011-06-06,GBPJPY,2011-06-06 07:39:00+00:00,sell,131.75601,0.009469696969697121,0.8672889610389692
2011-06-07,GBPUSD,2011-06-07 07:01:00+00:00,buy,1.63659,1.2722646310432606,0.7558548009367587
2011-06-07,EURUSD,2011-06-07 07:01:00+00:00,buy,1.46401,0.9057971014492804,0.496134020618548
2011-06-07,EURGBP,2011-06-07 07:01:00+00:00,buy,0.89439,1.8796992481203039,-1.0747663551401858
2011-06-07,GBPJPY,2011-06-07 07:03:00+00:00,buy,131.41201,0.009174311926605236,0.9169724770642058
2011-06-08,GBPUSD,2011-06-08 07:17:00+00:00,sell,1.64013,1.1261261261261262,0.8187741312741555
2011-06-08,GBPJPY,2011-06-08 07:20:00+00:00,sell,130.83101,0.00443655723158825,-0.003549245785286738
2011-06-09,EURUSD,2011-06-09 07:05:00+00:00,buy,1.46337,1.0438413361168946,-1.0501043841336108
2011-06-09,EURGBP,2011-06-09 07:49:00+00:00,sell,0.8890600000000001,2.1367521367522304,-1.102564102564107
2011-06-09,GBPJPY,2011-06-09 07:13:00+00:00,buy,131.79301,0.005617977528089795,-0.7764044943820114
2011-06-10,GBPUSD,2011-06-10 07:01:00+00:00,sell,1.6302,0.6211180124223687,0.9163708961845854
2011-06-10,EURUSD,2011-06-10 07:05:00+00:00,sell,1.44802,0.7194244604316534,0.9540596094553072
2011-06-10,EURGBP,2011-06-10 07:01:00+00:00,buy,0.8888699999999999,2.057613168724337,0.8472957084068569
2011-06-10,GBPJPY,2011-06-10 07:01:00+00:00,sell,130.54301,0.004608294930875663,0.400000000000006
2011-06-15,EURUSD,2011-06-15 07:01:00+00:00,sell,1.43753,1.0330578512396789,0.7359217545939574
2011-06-15,EURGBP,2011-06-15 07:01:00+00:00,sell,0.8794,2.0000000000000426,0.09859154929576003
2011-06-16,GBPUSD,2011-06-16 07:47:00+00:00,sell,1.61421,0.6105006105006,0.22466422466420366
2011-06-16,EURGBP,2011-06-16 08:30:00+00:00,buy,0.87673,1.0615711252653945,-0.012738853503193662
2011-06-16,GBPJPY,2011-06-16 07:01:00+00:00,sell,130.43401,0.005611672278339001,0.3849607182940445
2011-06-17,GBPUSD,2011-06-17 07:57:00+00:00,sell,1.61001,0.7278020378456896,-1.034934497816593
2011-06-17,GBPJPY,2011-06-17 07:07:00+00:00,sell,129.72901,0.008156606851549762,0.4828711256117347
2011-06-20,GBPUSD,2011-06-20 07:01:00+00:00,sell,1.61107,0.7507507507507634,-1.0360360360360366
2011-06-20,EURUSD,2011-06-20 07:01:00+00:00,sell,1.4198,0.6297229219143707,-1.0252897787144362
2011-06-20,EURGBP,2011-06-20 07:01:00+00:00,sell,0.88103,1.8518518518518274,-0.5975232198142197
2011-06-20,GBPJPY,2011-06-20 07:01:00+00:00,sell,129.13401,0.01101321585903065,-1.0503144654088046
2011-06-21,EURGBP,2011-06-21 07:57:00+00:00,buy,0.8852,1.78571428571427,0.33214285714285574
2011-06-22,GBPUSD,2011-06-22 08:26:00+00:00,sell,1.61921,0.9689922480620055,0.8709856035437294
2011-06-22,EURUSD,2011-06-22 07:01:00+00:00,buy,1.44075,0.9861932938855763,0.33122028526147873
2011-06-22,GBPJPY,2011-06-22 07:48:00+00:00,sell,129.93701,0.01154734411085394,0.7966017815901894
2011-06-23,GBPUSD,2011-06-23 08:14:00+00:00,sell,1.60137,0.9900990099009903,0.8157708628005652
2011-06-23,EURUSD,2011-06-23 07:02:00+00:00,sell,1.42823,1.0040160642570313,0.8050057372346747
2011-06-23,EURGBP,2011-06-23 07:01:00+00:00,sell,0.88987,2.032520325203329,0.5625547765118447
2011-06-24,EURUSD,2011-06-24 07:18:00+00:00,sell,1.4229100000000001,1.113585746102479,-1.053452115812919
2011-06-24,EURGBP,2011-06-24 07:37:00+00:00,sell,0.889,2.3809523809523916,-1.1142857142857148
2011-06-27,GBPUSD,2011-06-27 07:05:00+00:00,buy,1.59665,0.9191176470588422,0.5919117647058978
