date,pair,units,cost
2012-08-31,AUDJPY,-26831.706739384736,20.550721289324265
2012-08-31,CHFJPY,14233.903712913949,10.901915070270327
2012-09-03,AUDJPY,1294.9245691664219,0.9944384250606082
2012-09-03,CHFJPY,730.736687886576,0.5611698614257591
2012-09-04,AUDJPY,-61.167356775498774,0.046815335440594005
2012-09-04,CHFJPY,53.802104804979535,0.041178231603168254
2012-09-05,AUDJPY,-5.155566373396141,0.00394815482525327
2012-09-05,CHFJPY,69.66217851180227,0.05334759487304414
2012-09-06,AUDJPY,4504.411450240623,3.4316274999611123
2012-09-06,CHFJPY,74.22747029643324,0.05654923648419815
2012-09-07,AUDJPY,-2311.3976888054967,1.7724536236430883
2012-09-07,CHFJPY,5030.889291709213,3.8578467039332436
2012-09-10,AUDJPY,87.79364725940104,0.06729975131995326
2012-09-10,CHFJPY,-66.65254170525077,0.051093668182533074
2012-09-11,AUDJPY,216.50428613544136,0.16706222164083592
2012-09-11,CHFJPY,241.5357952794111,0.18637740289317573
2012-09-12,AUDJPY,474.5593303489404,0.3658947020770817
2012-09-12,CHFJPY,862.9809679198042,0.6653755262235219
2012-09-13,AUDJPY,286.474205780818,0.22186091265261995
2012-09-13,CHFJPY,235.97645090016886,0.18275275646036257
2012-09-14,AUDJPY,1929.8253058119117,1.477378224545004
2012-09-14,CHFJPY,-5985.638704751678,4.5823071423936295
2012-09-17,AUDJPY,-467.6297426246347,0.35652474722963834
2012-09-17,CHFJPY,15.07571280085358,0.011493846959912766
2012-09-18,AUDJPY,-131.00954166514202,0.0997458632579819
2012-09-18,CHFJPY,31.164433798678147,0.023727457654502054
2012-09-19,AUDJPY,-159.62883071001852,0.12223196195108428
2012-09-19,CHFJPY,-502.776128728854,0.38498880411107167
2012-09-20,AUDJPY,-211.67937442000766,0.1623349582709228
2012-09-20,CHFJPY,-46.188257909172535,0.03542134863557801
2012-09-21,AUDJPY,-361.1364743686572,0.2772534446805552
2012-09-21,CHFJPY,-48.41001352205967,0.037165570244566175
2012-09-24,AUDJPY,21746.01852038403,16.764028616143204
2012-09-24,CHFJPY,-14930.289160204853,11.50977566281162
2012-10-02,AUDJPY,-21589.10357255789,16.575975921396786
2012-10-02,CHFJPY,15287.42383370399,11.73758644104931
2012-10-03,AUDJPY,-97.76916354900095,0.07475278197798069
2012-10-03,CHFJPY,26.43408695666585,0.020211091793459632
2012-10-04,AUDJPY,-557.7930721855118,0.4264853431260524
2012-10-04,CHFJPY,-512.8037292964927,0.3920867528677324
2012-10-05,AUDJPY,27.74693817241132,0.02117090288725001
2012-10-05,CHFJPY,-24.692815801308825,0.018840608722084127
2012-10-08,AUDJPY,-938.2024046066472,0.7187729902370984
