date,pair,units,cost
2011-08-08,EURUSD,-75781.54686904055,18.187571248569732
2011-08-08,GBPUSD,-90066.0335163094,21.615848043914255
2011-08-08,AUDJPY,126523.47614436958,97.65251120624363
2011-08-15,EURUSD,6128.247355450876,1.4707793653082102
2011-08-15,GBPUSD,10703.776719336878,2.568906412640851
2011-08-15,AUDJPY,-13803.344202665787,10.784564778435408
2011-08-22,EURUSD,5552.673760270147,1.3326417024648354
2011-08-22,GBPUSD,-9534.861877182295,2.288366850523751
2011-08-22,AUDJPY,-773.7512717179925,0.6046663927567734
2011-08-29,EURUSD,64100.62575331953,15.384150180796688
2011-08-29,GBPUSD,88897.11867415482,21.335308481797156
2011-08-29,AUDJPY,-111946.3806699858,87.44330829676157
2011-09-12,USDJPY,92654.6294499278,28.813878934865794
2011-09-12,USDCHF,-33717.86146206834,9.198916392970785
2011-09-12,EURCHF,-28722.456011507824,19.590171202574393
2011-09-12,NOKSEK,-641277.381675403,57.53344632762262
2011-09-19,USDJPY,-7755.232928429672,2.4312027676412624
2011-09-19,USDCHF,18274.78045133328,4.973067678436162
2011-09-19,EURCHF,2409.8660748493894,1.6394762057618817
2011-09-19,GBPUSD,129211.51687383093,31.010764049719423
2011-09-19,AUDNZD,-902.2899530337003,0.4464115634232354
2011-09-19,NOKSEK,273088.21921162534,24.58925078440711
2011-09-26,USDJPY,-24405.806089216152,7.672268598352055
2011-09-26,USDCHF,-1080.188334093138,0.28769859081384214
2011-09-26,EURCHF,7356.948481621246,4.898645088195259
2011-09-26,GBPUSD,-34044.07628950248,8.170578309480597
2011-09-26,NZDUSD,30872.227540198295,7.409334609647591
2011-09-26,AUDNZD,215.61750030612598,0.10089475938824675
2011-09-26,NOKSEK,-301006.02110826346,26.55935480367031
2011-10-03,USDJPY,-11455.362467695391,3.5884916493681236
2011-10-03,USDCHF,2238.1671970129555,0.5829699021978135
2011-10-03,EURCHF,3167.948066344248,2.0628690931459586
2011-10-03,GBPUSD,9264.012776602802,2.2233630663846724
2011-10-03,NZDUSD,4490.26952350813,1.0776646856419512
2011-10-03,AUDNZD,-102.83036114618926,0.04641988728933505
2011-10-03,NOKSEK,-9764.191795615596,0.8450675183004007
2011-10-10,USDJPY,-49038.227964586586,15.356639193492581
2011-10-10,USDCHF,14285.102147815238,3.7946457796717805
2011-10-10,EURCHF,15787.69338869294,10.484472471433845
2011-10-10,GBPUSD,-47811.49318261471,11.47475836382753
2011-10-10,NZDUSD,-11109.20117638748,2.6662082823329953
2011-10-10,AUDNZD,789.5028138737636,0.3712163280553049
2011-10-10,NOKSEK,386467.36211240944,34.84617956050819
2011-10-17,GBPUSD,-56619.96017831654,13.58879044279597
2011-10-17,NZDUSD,-24253.295887318945,5.820791012956547
2011-10-17,NOKSEK,292492.01325524726,26.334024782141647
2011-12-05,EURJPY,78604.58879755432,60.618168037906756
2011-12-05,AUDJPY,-93991.95670663218,72.48457517573783
2011-12-12,EURJPY,-3384.0115855474432,2.6062601262158602
2011-12-12,AUDJPY,3711.659160376046,2.858604064213629
2011-12-19,EURJPY,2802.4341138723103,2.1550554551463477
2011-12-19,AUDJPY,-3647.6053481446434,2.80498719482055
2011-12-26,EURJPY,40439.679769112,31.130594366923095
2011-12-26,AUDJPY,-45543.79990182292,35.05976231183925
2012-01-02,EURJPY,-118462.69109499118,92.45507772964268
2012-01-02,GBPUSD,83355.6147305452,20.00534753533085
2012-01-02,AUDJPY,103561.18688574992,80.82508927319903
2012-01-09,EURJPY,78188.77032890821,61.088158494381126
2012-01-09,GBPUSD,-37592.273549466954,9.02214565187207
2012-01-09,AUDJPY,-73071.399210851,57.09000407118938
2012-01-09,EURNOK,75589.12287058227,7.552869991065376
2012-01-09,USDNOK,-3939.0348064248283,0.15743544390187164
2012-01-16,EURJPY,-5437.546298412068,4.251404455365182
2012-01-16,GBPUSD,11377.05401021488,2.7304929624515712
2012-01-16,AUDJPY,2935.51518669544,2.295164336743894
2012-01-16,EURNOK,-11536.94240254641,1.14344138252467
2012-01-16,USDNOK,626.23245675202,0.024826685655370974
2012-01-23,EURJPY,69432.15195657918,54.106488958955126
2012-01-23,GBPUSD,-57140.39519129313,13.713694845910352
2012-01-23,AUDJPY,-5624.994361180099,4.38339712540822
2012-01-23,EURNOK,-64052.18046803586,6.561939023822548
2012-01-23,USDNOK,3312.8023496728083,0.1357543606333727
2012-01-23,USDSEK,75958.82788422299,2.7049660497386334
2012-01-30,EURJPY,-86175.4129838754,67.74352805807433
2012-01-30,AUDJPY,111671.39429580943,87.78622545363334
2012-01-30,EURNOK,137679.64201413526,14.213314729607907
2012-01-30,USDNOK,-7388.365331129196,0.30509423253114365
2012-01-30,USDSEK,22435.286666487664,0.799001157435382
2012-02-06,EURJPY,-56007.963003199926,43.918628524648376
2012-02-06,EURNOK,-39579.28793254575,4.083285663112116
2012-02-06,EURSEK,102501.89213980205,9.151137589483266
2012-02-06,USDNOK,2128.7786337707475,0.08784808145138749
2012-02-06,USDSEK,-98394.11455071066,3.513761790936904
2012-02-06,NOKSEK,-637474.2348398,56.91226094454068
2012-02-13,EURNOK,47923.19523526674,5.030162367468476
2012-02-13,EURSEK,-39302.43406811224,3.539643722079727
2012-02-13,USDNOK,1276.2773942712233,0.05358476193081076
2012-02-13,NOKSEK,151320.3811064241,13.62816959575126
2012-02-20,EURNOK,1367.3861758543353,0.14485278792220932
2012-02-20,EURSEK,-3781.024524409433,0.34135552967177657
2012-02-20,USDNOK,59.18169568756775,0.0025077432449401053
2012-02-20,NOKSEK,21331.306242903753,1.9258164801971518
2012-02-27,EURNOK,-3161.684006604075,0.33855839590991665
2012-02-27,EURSEK,548.6092730912496,0.04992727993064506
2012-02-27,USDNOK,43.89766403172143,0.0018802540276294157
2012-02-27,NOKSEK,-1447.197247938835,0.13170506890189462
2012-03-05,EURNOK,475.59585800697096,0.050827814257451205
2012-03-05,EURSEK,-3802.7029294261447,0.34082033873413803
2012-03-05,USDNOK,136.72974130437842,0.005845024743160347
