event_id,onset_date,relative_day,bear_score,spy_close,drawdown_from_252d_high
0,2017-04-17,-30,0.0,238.4199981689453,-0.005671868451393891
0,2017-04-17,-29,0.0,237.7100067138672,-0.008632880456951653
0,2017-04-17,-28,0.0,237.0,-0.011593956099131053
0,2017-04-17,-27,0.0,236.55999755859375,-0.01342898172114404
0,2017-04-17,-26,0.0,236.86000061035156,-0.012177822102805935
0,2017-04-17,-25,0.0,237.69000244140625,-0.008716308067939993
0,2017-04-17,-24,0.0,237.80999755859375,-0.008215869675253451
0,2017-04-17,-23,0.0,236.89999389648438,-0.012011030517451005
0,2017-04-17,-22,0.0,238.9499969482422,-0.0034615140348659423
0,2017-04-17,-21,0.0,238.47999572753906,-0.00542164925505062
0,2017-04-17,-20,0.1111111111111111,237.02999877929688,-0.011468846500959473
0,2017-04-17,-19,0.1111111111111111,236.77000427246094,-0.012553150897320897
0,2017-04-17,-18,0.1111111111111111,233.72999572753906,-0.025231475029435124
0,2017-04-17,-17,0.1111111111111111,234.27999877929688,-0.022937693001918946
0,2017-04-17,-16,0.1111111111111111,234.02999877929688,-0.02398031541109702
0,2017-04-17,-15,0.1111111111111111,233.86000061035156,-0.024689291012943593
0,2017-04-17,-14,0.1111111111111111,233.6199951171875,-0.025690231434938315
0,2017-04-17,-13,0.1111111111111111,235.32000732421875,-0.01860034814322975
0,2017-04-17,-12,0.1111111111111111,235.5399932861328,-0.017682898968844896
0,2017-04-17,-11,0.1111111111111111,236.2899932861328,-0.014555031741310565
0,2017-04-17,-10,0.1111111111111111,235.74000549316406,-0.016848750132205104
0,2017-04-17,-9,0.1111111111111111,235.3300018310547,-0.0185586661560464
0,2017-04-17,-8,0.1111111111111111,235.47999572753906,-0.017933118165188167
0,2017-04-17,-7,0.1111111111111111,234.77999877929688,-0.02085244818356269
0,2017-04-17,-6,0.1111111111111111,235.44000244140625,-0.01809990975054321
0,2017-04-17,-5,0.1111111111111111,235.1999969482422,-0.01910085017253793
0,2017-04-17,-4,0.1111111111111111,235.33999633789062,-0.01851698416886305
0,2017-04-17,-3,0.4444444444444444,235.05999755859375,-0.019684716176212813
0,2017-04-17,-2,0.5555555555555555,234.02999877929688,-0.02398031541109702
0,2017-04-17,-1,0.5555555555555555,232.50999450683594,-0.030319477477154133
0,2017-04-17,0,0.5555555555555555,234.57000732421875,-0.021728215370764192
0,2017-04-17,1,0.5555555555555555,233.8699951171875,-0.024647609025760242
0,2017-04-17,2,0.5555555555555555,233.44000244140625,-0.02644088902396824
0,2017-04-17,3,0.1111111111111111,235.33999633789062,-0.01851698416886305
0,2017-04-17,4,0.5555555555555555,234.58999633789062,-0.02164485139639749
0,2017-04-17,5,0.0,237.1699981689453,-0.010884980497284591
0,2017-04-17,6,0.0,238.5500030517578,-0.00512968443490236
0,2017-04-17,7,0.0,238.39999389648438,-0.005755296062382231
0,2017-04-17,8,0.0,238.60000610351562,-0.004921147225742439
0,2017-04-17,9,0.0,238.0800018310547,-0.007089819655086926
0,2017-04-17,10,0.0,238.67999267578125,-0.004587564055032467
1,2017-05-17,-30,0.1111111111111111,235.47999572753906,-0.017933118165188167
1,2017-05-17,-29,0.1111111111111111,234.77999877929688,-0.02085244818356269
1,2017-05-17,-28,0.1111111111111111,235.44000244140625,-0.01809990975054321
1,2017-05-17,-27,0.1111111111111111,235.1999969482422,-0.01910085017253793
1,2017-05-17,-26,0.1111111111111111,235.33999633789062,-0.01851698416886305
1,2017-05-17,-25,0.4444444444444444,235.05999755859375,-0.019684716176212813
1,2017-05-17,-24,0.5555555555555555,234.02999877929688,-0.02398031541109702
1,2017-05-17,-23,0.5555555555555555,232.50999450683594,-0.030319477477154133
1,2017-05-17,-22,0.5555555555555555,234.57000732421875,-0.021728215370764192
1,2017-05-17,-21,0.5555555555555555,233.8699951171875,-0.024647609025760242
1,2017-05-17,-20,0.5555555555555555,233.44000244140625,-0.02644088902396824
1,2017-05-17,-19,0.1111111111111111,235.33999633789062,-0.01851698416886305
1,2017-05-17,-18,0.5555555555555555,234.58999633789062,-0.02164485139639749
1,2017-05-17,-17,0.0,237.1699981689453,-0.010884980497284591
1,2017-05-17,-16,0.0,238.5500030517578,-0.00512968443490236
1,2017-05-17,-15,0.0,238.39999389648438,-0.005755296062382231
1,2017-05-17,-14,0.0,238.60000610351562,-0.004921147225742439
1,2017-05-17,-13,0.0,238.0800018310547,-0.007089819655086926
1,2017-05-17,-12,0.0,238.67999267578125,-0.004587564055032467
1,2017-05-17,-11,0.0,238.77000427246094,-0.004212171623895866
1,2017-05-17,-10,0.0,238.47999572753906,-0.00542164925505062
1,2017-05-17,-9,0.0,238.75999450683594,-0.004253917247700856
1,2017-05-17,-8,0.0,239.6999969482422,-0.00033364680733161123
1,2017-05-17,-7,0.0,239.66000366210938,-0.0005004383926865419
1,2017-05-17,-6,0.0,239.44000244140625,-0.0014179512036930353
1,2017-05-17,-5,0.0,239.8699951171875,0.0
1,2017-05-17,-4,0.0,239.3800048828125,-0.002042732498225175
1,2017-05-17,-3,0.0,238.97999572753906,-0.003710340633532039
1,2017-05-17,-2,0.0,240.3000030517578,0.0
1,2017-05-17,-1,0.0,240.0800018310547,-0.0009155273321229673
1,2017-05-17,0,0.5555555555555555,235.82000732421875,-0.018643344447124788
1,2017-05-17,1,0.4444444444444444,236.77000427246094,-0.014689965603273625
1,2017-05-17,2,0.1111111111111111,238.30999755859375,-0.008281337777325981
1,2017-05-17,3,0.0,239.52000427246094,-0.003245937450649383
1,2017-05-17,4,0.0,240.0500030517578,-0.0010403661956931431
1,2017-05-17,5,0.0,240.61000061035156,0.0
1,2017-05-17,6,0.0,241.75999450683594,0.0
1,2017-05-17,7,0.0,241.7100067138672,-0.00020676619004200703
1,2017-05-17,8,0.0,241.5,-0.0010754240269003068
1,2017-05-17,9,0.0,241.44000244140625,-0.0013235939473047464
1,2017-05-17,10,0.0,243.36000061035156,0.0
2,2017-08-11,-30,0.1111111111111111,241.35000610351562,-0.013528968809977893
2,2017-08-11,-29,0.1111111111111111,241.8000030517578,-0.011689694136935436
2,2017-08-11,-28,0.1111111111111111,242.2100067138672,-0.010013884213072255
2,2017-08-11,-27,0.1111111111111111,242.77000427246094,-0.007725003520635321
2,2017-08-11,-26,0.2222222222222222,240.5500030517578,-0.016798825099454073
2,2017-08-11,-25,0.1111111111111111,242.11000061035156,-0.010422639637002185
2,2017-08-11,-24,0.1111111111111111,242.3699951171875,-0.009359962849034065
2,2017-08-11,-23,0.1111111111111111,242.19000244140625,-0.010095647771322436
2,2017-08-11,-22,0.0,244.00999450683594,-0.002656785520902427
2,2017-08-11,-21,0.0,244.4199981689453,-0.0009809755970392464
2,2017-08-11,-20,0.0,245.55999755859375,0.0
2,2017-08-11,-19,0.0,245.52999877929688,-0.00012216476459980807
2,2017-08-11,-18,0.0,245.66000366210938,0.0
2,2017-08-11,-17,0.0,246.99000549316406,0.0
2,2017-08-11,-16,0.0,247.10000610351562,0.0
2,2017-08-11,-15,0.0,246.8800048828125,-0.0008903327206352118
2,2017-08-11,-14,0.0,246.82000732421875,-0.0011331395078135742
2,2017-08-11,-13,0.0,247.4199981689453,0.0
2,2017-08-11,-12,0.0,247.42999267578125,0.0
2,2017-08-11,-11,0.0,247.1999969482422,-0.0009295385941365808
2,2017-08-11,-10,0.0,246.91000366210938,-0.0021015601546464646
2,2017-08-11,-9,0.0,246.77000427246094,-0.0026673742992230354
2,2017-08-11,-8,0.0,247.32000732421875,-0.00044451099227338364
2,2017-08-11,-7,0.0,247.44000244140625,0.0
2,2017-08-11,-6,0.0,246.9600067138672,-0.001939846923711186
2,2017-08-11,-5,0.0,247.41000366210938,-0.00012123657856810688
2,2017-08-11,-4,0.0,247.8699951171875,0.0
2,2017-08-11,-3,0.0,247.25999450683594,-0.002460969953475667
2,2017-08-11,-2,0.0,247.25,-0.0025012915213653564
2,2017-08-11,-1,0.5555555555555555,243.75999450683594,-0.016581275230220793
2,2017-08-11,0,0.5555555555555555,244.1199951171875,-0.01512889851079835
2,2017-08-11,1,0.1111111111111111,246.5399932861328,-0.005365723392320554
2,2017-08-11,2,0.1111111111111111,246.50999450683594,-0.005486749655635337
2,2017-08-11,3,0.0,246.94000244140625,-0.0037519372820480346
2,2017-08-11,4,0.5555555555555555,243.08999633789062,-0.019284297710325915
2,2017-08-11,5,0.5555555555555555,242.7100067138672,-0.020817317565527738
2,2017-08-11,6,0.5555555555555555,242.89999389648438,-0.020050838417749683
2,2017-08-11,7,0.1111111111111111,245.44000244140625,-0.009803496686367374
2,2017-08-11,8,0.2222222222222222,244.55999755859375,-0.013353764569321358
2,2017-08-11,9,0.2222222222222222,243.99000549316406,-0.01565332513194695
2,2017-08-11,10,0.2222222222222222,244.55999755859375,-0.013353764569321358
3,2017-08-17,-30,0.2222222222222222,240.5500030517578,-0.016798825099454073
3,2017-08-17,-29,0.1111111111111111,242.11000061035156,-0.010422639637002185
3,2017-08-17,-28,0.1111111111111111,242.3699951171875,-0.009359962849034065
3,2017-08-17,-27,0.1111111111111111,242.19000244140625,-0.010095647771322436
3,2017-08-17,-26,0.0,244.00999450683594,-0.002656785520902427
3,2017-08-17,-25,0.0,244.4199981689453,-0.0009809755970392464
3,2017-08-17,-24,0.0,245.55999755859375,0.0
3,2017-08-17,-23,0.0,245.52999877929688,-0.00012216476459980807
3,2017-08-17,-22,0.0,245.66000366210938,0.0
3,2017-08-17,-21,0.0,246.99000549316406,0.0
3,2017-08-17,-20,0.0,247.10000610351562,0.0
3,2017-08-17,-19,0.0,246.8800048828125,-0.0008903327206352118
3,2017-08-17,-18,0.0,246.82000732421875,-0.0011331395078135742
3,2017-08-17,-17,0.0,247.4199981689453,0.0
3,2017-08-17,-16,0.0,247.42999267578125,0.0
3,2017-08-17,-15,0.0,247.1999969482422,-0.0009295385941365808
3,2017-08-17,-14,0.0,246.91000366210938,-0.0021015601546464646
3,2017-08-17,-13,0.0,246.77000427246094,-0.0026673742992230354
3,2017-08-17,-12,0.0,247.32000732421875,-0.00044451099227338364
3,2017-08-17,-11,0.0,247.44000244140625,0.0
3,2017-08-17,-10,0.0,246.9600067138672,-0.001939846923711186
3,2017-08-17,-9,0.0,247.41000366210938,-0.00012123657856810688
3,2017-08-17,-8,0.0,247.8699951171875,0.0
3,2017-08-17,-7,0.0,247.25999450683594,-0.002460969953475667
3,2017-08-17,-6,0.0,247.25,-0.0025012915213653564
3,2017-08-17,-5,0.5555555555555555,243.75999450683594,-0.016581275230220793
3,2017-08-17,-4,0.5555555555555555,244.1199951171875,-0.01512889851079835
3,2017-08-17,-3,0.1111111111111111,246.5399932861328,-0.005365723392320554
3,2017-08-17,-2,0.1111111111111111,246.50999450683594,-0.005486749655635337
3,2017-08-17,-1,0.0,246.94000244140625,-0.0037519372820480346
3,2017-08-17,0,0.5555555555555555,243.08999633789062,-0.019284297710325915
3,2017-08-17,1,0.5555555555555555,242.7100067138672,-0.020817317565527738
3,2017-08-17,2,0.5555555555555555,242.89999389648438,-0.020050838417749683
3,2017-08-17,3,0.1111111111111111,245.44000244140625,-0.009803496686367374
3,2017-08-17,4,0.2222222222222222,244.55999755859375,-0.013353764569321358
3,2017-08-17,5,0.2222222222222222,243.99000549316406,-0.01565332513194695
3,2017-08-17,6,0.2222222222222222,244.55999755859375,-0.013353764569321358
3,2017-08-17,7,0.2222222222222222,244.57000732421875,-0.013313381441785954
3,2017-08-17,8,0.1111111111111111,244.85000610351562,-0.012183761944418059
3,2017-08-17,9,0.0,246.00999450683594,-0.007503936123741783
3,2017-08-17,10,0.0,247.49000549316406,-0.0015330198552018226
4,2018-02-12,-30,0.0,267.8699951171875,-0.0012304887204441783
4,2018-02-12,-29,0.0,266.8599853515625,-0.004996371344063721
4,2018-02-12,-28,0.0,268.7699890136719,0.0
4,2018-02-12,-27,0.0,270.4700012207031,0.0
4,2018-02-12,-26,0.0,271.6099853515625,0.0
4,2018-02-12,-25,0.0,273.4200134277344,0.0
4,2018-02-12,-24,0.0,273.9200134277344,0.0
4,2018-02-12,-23,0.0,274.5400085449219,0.0
4,2018-02-12,-22,0.0,274.1199951171875,-0.0015298805808321436
4,2018-02-12,-21,0.0,276.1199951171875,0.0
4,2018-02-12,-20,0.0,277.9200134277344,0.0
4,2018-02-12,-19,0.3333333333333333,276.9700012207031,-0.0034182936137424624
4,2018-02-12,-18,0.3333333333333333,279.6099853515625,0.0
4,2018-02-12,-17,0.3333333333333333,279.1400146484375,-0.0016808080102507228
4,2018-02-12,-16,0.0,280.4100036621094,0.0
4,2018-02-12,-15,0.0,282.69000244140625,0.0
4,2018-02-12,-14,0.0,283.2900085449219,0.0
4,2018-02-12,-13,0.3333333333333333,283.17999267578125,-0.00038835068594800237
4,2018-02-12,-12,0.3333333333333333,283.29998779296875,0.0
4,2018-02-12,-11,0.0,286.5799865722656,0.0
4,2018-02-12,-10,0.3333333333333333,284.67999267578125,-0.00662989038142503
4,2018-02-12,-9,0.3333333333333333,281.760009765625,-0.016818958170427556
4,2018-02-12,-8,0.3333333333333333,281.8999938964844,-0.016330493736697593
4,2018-02-12,-7,0.3333333333333333,281.5799865722656,-0.017447135997890717
4,2018-02-12,-6,0.4444444444444444,275.45001220703125,-0.03883723528065619
4,2018-02-12,-5,0.5555555555555555,263.92999267578125,-0.0790355047726713
4,2018-02-12,-4,0.5555555555555555,269.1300048828125,-0.06089044073931815
4,2018-02-12,-3,0.5555555555555555,267.6700134277344,-0.06598497463381936
4,2018-02-12,-2,0.5555555555555555,257.6300048828125,-0.10101885353446671
4,2018-02-12,-1,0.5555555555555555,261.5,-0.08751478731031803
4,2018-02-12,0,0.5555555555555555,265.3399963378906,-0.07411539964260205
4,2018-02-12,1,0.5555555555555555,266.0,-0.07181236491221643
4,2018-02-12,2,0.5555555555555555,269.5899963378906,-0.059285334044394955
4,2018-02-12,3,0.4444444444444444,273.0299987792969,-0.04728169595873688
4,2018-02-12,4,0.4444444444444444,273.1099853515625,-0.0470025886378721
4,2018-02-12,5,0.5555555555555555,271.3999938964844,-0.05296947933226792
4,2018-02-12,6,0.5555555555555555,270.04998779296875,-0.05768022734947187
4,2018-02-12,7,0.5555555555555555,270.3999938964844,-0.05645890653184604
4,2018-02-12,8,0.3333333333333333,274.7099914550781,-0.04141948382077365
4,2018-02-12,9,0.3333333333333333,277.8999938964844,-0.030288202535010078
4,2018-02-12,10,0.6666666666666666,274.42999267578125,-0.042396519177100855
5,2018-02-22,-30,0.0,274.5400085449219,0.0
5,2018-02-22,-29,0.0,274.1199951171875,-0.0015298805808321436
5,2018-02-22,-28,0.0,276.1199951171875,0.0
5,2018-02-22,-27,0.0,277.9200134277344,0.0
5,2018-02-22,-26,0.3333333333333333,276.9700012207031,-0.0034182936137424624
5,2018-02-22,-25,0.3333333333333333,279.6099853515625,0.0
5,2018-02-22,-24,0.3333333333333333,279.1400146484375,-0.0016808080102507228
5,2018-02-22,-23,0.0,280.4100036621094,0.0
5,2018-02-22,-22,0.0,282.69000244140625,0.0
5,2018-02-22,-21,0.0,283.2900085449219,0.0
5,2018-02-22,-20,0.3333333333333333,283.17999267578125,-0.00038835068594800237
5,2018-02-22,-19,0.3333333333333333,283.29998779296875,0.0
5,2018-02-22,-18,0.0,286.5799865722656,0.0
5,2018-02-22,-17,0.3333333333333333,284.67999267578125,-0.00662989038142503
5,2018-02-22,-16,0.3333333333333333,281.760009765625,-0.016818958170427556
5,2018-02-22,-15,0.3333333333333333,281.8999938964844,-0.016330493736697593
5,2018-02-22,-14,0.3333333333333333,281.5799865722656,-0.017447135997890717
5,2018-02-22,-13,0.4444444444444444,275.45001220703125,-0.03883723528065619
5,2018-02-22,-12,0.5555555555555555,263.92999267578125,-0.0790355047726713
5,2018-02-22,-11,0.5555555555555555,269.1300048828125,-0.06089044073931815
5,2018-02-22,-10,0.5555555555555555,267.6700134277344,-0.06598497463381936
5,2018-02-22,-9,0.5555555555555555,257.6300048828125,-0.10101885353446671
5,2018-02-22,-8,0.5555555555555555,261.5,-0.08751478731031803
5,2018-02-22,-7,0.5555555555555555,265.3399963378906,-0.07411539964260205
5,2018-02-22,-6,0.5555555555555555,266.0,-0.07181236491221643
5,2018-02-22,-5,0.5555555555555555,269.5899963378906,-0.059285334044394955
5,2018-02-22,-4,0.4444444444444444,273.0299987792969,-0.04728169595873688
5,2018-02-22,-3,0.4444444444444444,273.1099853515625,-0.0470025886378721
5,2018-02-22,-2,0.5555555555555555,271.3999938964844,-0.05296947933226792
5,2018-02-22,-1,0.5555555555555555,270.04998779296875,-0.05768022734947187
5,2018-02-22,0,0.5555555555555555,270.3999938964844,-0.05645890653184604
5,2018-02-22,1,0.3333333333333333,274.7099914550781,-0.04141948382077365
5,2018-02-22,2,0.3333333333333333,277.8999938964844,-0.030288202535010078
5,2018-02-22,3,0.6666666666666666,274.42999267578125,-0.042396519177100855
5,2018-02-22,4,0.7777777777777778,271.6499938964844,-0.05209712253237342
